"Region","Type","Category","Month","month_12","month_4","month_3","month_2","new_inactive","new_active","old_active","old","new","old_inactive","active","inactive","total","sv_10","sv_20","sv_30","svo_10","svo_20","svo_30"
"Region3","retail","Super MArket","February",10,3,4,2,3,14,387,406,17,19,401,22,423,3,2,4,3,5,3
"Region3","retail","Super MArket","March",11,4,5,3,5,11,494,517,16,23,505,28,533,4,4,3,5,5,2
"Region3","retail","Super MArket","April",11,4,4,3,4,11,373,395,15,22,384,26,410,2,4,4,5,2,3
"Region3","retail","Super MArket","May",12,3,4,2,5,13,467,488,18,21,480,26,506,4,2,2,4,4,5
"Region3","retail","Super MArket","June",12,4,3,2,4,11,484,505,15,21,495,25,520,3,4,3,4,3,5
"Region3","retail","Super MArket","July",12,5,4,4,5,13,466,491,18,25,479,30,509,5,4,4,2,2,4
"Region3","retail","Super MArket","August",10,4,5,2,3,14,353,374,17,21,367,24,391,3,5,4,4,5,4
"Region3","retail","Super MArket","September",12,3,4,4,3,14,437,460,17,23,451,26,477,4,3,3,3,2,4
"Region3","retail","Super MArket","October",11,3,5,3,3,14,341,363,17,22,355,25,380,3,3,2,3,4,3
"Region3","retail","Super MArket","November",12,4,4,4,5,14,393,417,19,24,407,29,436,3,5,2,4,3,4
"Region3","retail","Fast Food Centre","January",11,4,2,5,4,11,323,345,15,22,334,26,360,3,4,3,2,5,4
"Region3","retail","Fast Food Centre","February",11,4,4,2,3,15,374,395,18,21,389,24,413,3,4,4,2,3,3
"Region3","retail","Fast Food Centre","March",10,5,3,3,2,11,428,449,13,21,439,23,462,4,4,5,4,5,3
"Region3","retail","Fast Food Centre","April",12,5,3,3,2,13,361,384,15,23,374,25,399,4,3,2,4,5,4
"Region3","retail","Fast Food Centre","May",12,5,2,5,2,12,473,497,14,24,485,26,511,4,3,3,3,3,2
"Region3","retail","Fast Food Centre","June",11,4,3,4,2,11,360,382,13,22,371,24,395,5,5,4,2,3,4
"Region3","retail","Fast Food Centre","July",13,5,4,2,3,11,302,326,14,24,313,27,340,3,2,3,5,3,4
"Region3","retail","Fast Food Centre","August",11,4,3,3,3,15,337,358,18,21,352,24,376,5,2,3,3,4,3
"Region3","retail","Fast Food Centre","September",12,2,4,4,4,12,330,352,16,22,342,26,368,4,2,4,4,2,4
"Region3","retail","Fast Food Centre","October",11,3,3,3,4,13,310,330,17,20,323,24,347,2,4,3,5,3,4
"Region3","retail","Fast Food Centre","November",11,3,4,4,4,14,435,457,18,22,449,26,475,3,4,2,3,5,4
"Region3","holding","Retail Store","January",13,5,2,4,4,12,420,444,16,24,432,28,460,3,2,4,4,3,2
"Region3","holding","Retail Store","February",11,5,5,4,4,13,406,431,17,25,419,29,448,4,3,3,4,3,4
"Region3","holding","Retail Store","March",12,3,4,3,3,13,483,505,16,22,496,25,521,3,3,4,2,3,4
"Region3","holding","Retail Store","April",12,4,4,4,2,13,399,423,15,24,412,26,438,4,5,3,5,4,2
"Region3","holding","Retail Store","May",11,3,3,3,4,14,470,490,18,20,484,24,508,3,5,3,3,3,5
"Region3","holding","Retail Store","June",12,5,3,3,3,12,482,505,15,23,494,26,520,3,5,2,4,3,4
"Region3","holding","Retail Store","July",12,2,5,2,4,10,364,385,14,21,374,25,399,3,2,3,4,4,5
"Region3","holding","Retail Store","August",12,5,5,3,3,11,436,461,14,25,447,28,475,4,2,2,3,5,3
"Region3","holding","Retail Store","September",11,2,4,2,3,13,462,481,16,19,475,22,497,5,4,4,3,4,4
"Region3","holding","Retail Store","October",13,4,2,4,3,13,464,487,16,23,477,26,503,3,4,3,4,3,4
"Region3","holding","Retail Store","November",10,4,3,5,4,14,391,413,18,22,405,26,431,4,5,4,2,4,4
"Region3","holding","Kirana Store","January",13,2,3,4,5,12,489,511,17,22,501,27,528,4,2,4,4,4,3
"Region3","holding","Kirana Store","February",11,3,4,4,4,12,431,453,16,22,443,26,469,3,2,4,5,3,5
"Region3","holding","Kirana Store","March",12,4,2,3,2,10,335,356,12,21,345,23,368,3,5,2,2,5,5
"Region3","holding","Kirana Store","April",11,3,5,4,5,11,481,504,16,23,492,28,520,2,5,5,4,3,3
"Region3","holding","Kirana Store","May",11,3,4,3,5,13,481,502,18,21,494,26,520,2,4,4,2,3,5
"Region3","holding","Kirana Store","June",11,2,4,2,3,11,403,422,14,19,414,22,436,3,5,3,2,5,3
"Region3","holding","Kirana Store","July",12,5,2,5,4,14,416,440,18,24,430,28,458,3,2,5,3,5,5
"Region3","holding","Kirana Store","August",11,3,4,2,5,11,373,393,16,20,384,25,409,4,4,4,5,4,2
"Region3","holding","Kirana Store","September",12,5,4,3,4,13,317,341,17,24,330,28,358,3,2,3,4,2,5
"Region3","holding","Kirana Store","October",12,4,5,5,5,12,416,442,17,26,428,31,459,3,2,4,5,4,4
"Region3","holding","Kirana Store","November",12,4,3,4,4,15,376,399,19,23,391,27,418,4,5,3,2,4,3
"Region3","holding","Hotels","January",12,2,5,3,5,13,414,436,18,22,427,27,454,5,2,4,2,3,4
"Region3","holding","Hotels","February",12,5,5,4,4,10,496,522,14,26,506,30,536,4,4,4,5,3,4
"Region3","holding","Hotels","March",13,3,4,5,4,11,420,445,15,25,431,29,460,5,3,5,2,5,5
"Region3","holding","Hotels","April",11,3,3,3,4,11,360,380,15,20,371,24,395,2,3,3,2,5,3
"Region3","holding","Hotels","May",11,5,3,2,5,13,452,473,18,21,465,26,491,3,4,5,2,3,4
"Region3","holding","Hotels","June",13,3,4,2,3,12,498,520,15,22,510,25,535,3,4,3,5,5,5
"Region3","holding","Hotels","July",12,3,3,3,4,12,498,519,16,21,510,25,535,3,2,2,2,3,5
"Region3","holding","Hotels","August",10,3,3,4,5,15,433,453,20,20,448,25,473,2,3,4,4,3,5
"Region3","holding","Hotels","September",11,2,2,4,4,12,426,445,16,19,438,23,461,3,4,2,5,3,4
"Region3","holding","Hotels","October",11,5,4,3,4,10,376,399,14,23,386,27,413,2,2,4,2,4,3
"Region3","holding","Hotels","November",12,2,2,4,3,11,430,450,14,20,441,23,464,4,4,5,2,3,3
"Region3","holding","Restaurants","January",12,3,3,4,2,14,420,442,16,22,434,24,458,4,2,4,3,5,5
"Region3","holding","Restaurants","February",11,3,3,2,2,14,434,453,16,19,448,21,469,4,3,2,5,3,3
"Region3","holding","Restaurants","March",10,2,4,3,2,12,454,473,14,19,466,21,487,4,3,3,2,5,5
"Region3","holding","Restaurants","April",11,4,4,5,5,15,367,391,20,24,382,29,411,3,4,3,4,3,5
"Region3","holding","Restaurants","May",10,4,4,4,4,13,337,359,17,22,350,26,376,3,3,3,4,3,4
"Region3","holding","Restaurants","June",11,5,3,2,2,14,378,399,16,21,392,23,415,3,3,3,3,3,5
"Region3","holding","Restaurants","July",12,3,4,5,2,13,334,358,15,24,347,26,373,3,2,4,5,3,5
"Region3","holding","Restaurants","August",12,2,3,4,4,13,349,370,17,21,362,25,387,3,2,3,2,3,3
"Region3","holding","Restaurants","September",12,4,4,3,5,12,384,407,17,23,396,28,424,2,5,3,4,4,4
"Region3","holding","Restaurants","October",13,2,3,4,3,12,396,418,15,22,408,25,433,4,5,2,4,3,5
"Region3","holding","Restaurants","November",12,3,4,3,4,12,487,509,16,22,499,26,525,4,3,4,4,4,4
"Region3","holding","Airline","January",11,3,2,2,3,12,372,390,15,18,384,21,405,5,3,4,5,2,4
"Region3","holding","Airline","February",10,3,3,4,2,13,467,487,15,20,480,22,502,3,2,4,4,4,3
"Region3","holding","Airline","March",11,4,3,2,3,14,324,344,17,20,338,23,361,3,4,4,3,4,4
"Region3","holding","Airline","April",13,3,4,3,4,12,498,521,16,23,510,27,537,2,5,4,3,5,5
"Region3","holding","Airline","May",12,4,4,3,2,14,396,419,16,23,410,25,435,3,4,4,5,3,2
"Region3","holding","Airline","June",11,3,2,4,5,10,491,511,15,20,501,25,526,4,2,2,4,2,5
"Region3","holding","Airline","July",12,3,3,2,2,12,479,499,14,20,491,22,513,3,4,3,2,4,4
"Region3","holding","Airline","August",10,4,2,3,4,12,455,474,16,19,467,23,490,3,4,2,3,4,4
"Region3","holding","Airline","September",13,2,2,4,4,11,386,407,15,21,397,25,422,5,4,5,4,3,4
"Region3","holding","Airline","October",13,3,4,3,2,14,321,344,16,23,335,25,360,5,3,5,2,4,2
"Region3","holding","Airline","November",10,3,3,4,3,12,436,456,15,20,448,23,471,3,4,3,3,3,4
"Region3","holding","Hardware Store","January",11,3,3,2,3,12,310,329,15,19,322,22,344,3,3,3,3,5,4
"Region3","holding","Hardware Store","February",11,4,4,4,4,14,430,453,18,23,444,27,471,2,4,3,2,5,3
"Region3","holding","Hardware Store","March",13,4,5,3,4,11,497,522,15,25,508,29,537,3,3,4,3,3,4
"Region3","holding","Hardware Store","April",10,2,3,2,4,13,486,503,17,17,499,21,520,2,4,3,2,2,3
"Region3","holding","Hardware Store","May",13,3,2,4,3,14,435,457,17,22,449,25,474,4,4,3,5,5,2
"Region3","holding","Hardware Store","June",10,4,4,5,3,14,408,431,17,23,422,26,448,5,5,5,3,3,5
"Region3","holding","Hardware Store","July",11,5,4,2,5,14,454,476,19,22,468,27,495,3,4,3,4,5,2
"Region3","holding","Hardware Store","August",13,4,4,4,2,12,448,473,14,25,460,27,487,4,5,4,2,5,3
"Region3","holding","Hardware Store","September",11,5,4,3,5,13,482,505,18,23,495,28,523,3,4,4,4,4,5
"Region3","holding","Hardware Store","October",11,4,3,2,2,12,422,442,14,20,434,22,456,4,4,3,4,2,4
"Region3","holding","Hardware Store","November",13,2,3,2,2,14,338,358,16,20,352,22,374,4,4,5,3,2,4
"Region3","holding","Computer Store","January",12,4,5,2,4,11,444,467,15,23,455,27,482,4,4,5,2,4,2
"Region3","holding","Computer Store","February",12,4,3,3,5,13,315,337,18,22,328,27,355,4,4,4,2,4,2
"Region3","holding","Computer Store","March",11,5,4,5,4,10,439,464,14,25,449,29,478,4,5,3,4,4,2
"Region3","holding","Computer Store","April",13,3,3,2,5,15,413,434,20,21,428,26,454,4,2,3,4,3,5
"Region3","holding","Computer Store","May",11,5,5,4,5,11,349,374,16,25,360,30,390,3,3,5,4,3,4
"Region3","holding","Computer Store","June",12,2,3,5,2,12,387,409,14,22,399,24,423,3,3,5,5,3,3
"Region3","holding","Computer Store","July",12,5,3,4,3,13,470,494,16,24,483,27,510,4,3,3,4,4,4
"Region3","holding","Computer Store","August",12,4,2,4,4,14,418,440,18,22,432,26,458,3,5,4,4,5,5
"Region3","holding","Computer Store","September",11,5,4,2,3,12,367,389,15,22,379,25,404,3,3,5,4,4,4
"Region3","holding","Computer Store","October",11,4,2,5,5,11,405,427,16,22,416,27,443,3,5,2,3,3,4
"Region3","holding","Computer Store","November",10,3,2,4,3,15,354,373,18,19,369,22,391,5,3,3,4,4,2
"Region3","holding","Gaming Zone","January",10,5,3,3,3,14,394,415,17,21,408,24,432,2,5,3,3,4,2
"Region3","holding","Gaming Zone","February",13,3,4,4,3,13,465,489,16,24,478,27,505,4,4,3,3,3,3
"Region3","holding","Gaming Zone","March",11,3,4,3,3,12,387,408,15,21,399,24,423,3,4,3,5,3,3
"Region3","holding","Gaming Zone","April",13,3,3,5,2,14,417,441,16,24,431,26,457,3,3,4,4,4,4
"Region3","holding","Gaming Zone","May",10,3,5,3,4,10,363,384,14,21,373,25,398,3,4,4,3,4,2
"Region3","holding","Gaming Zone","June",11,4,3,3,3,13,408,429,16,21,421,24,445,3,2,2,3,3,2
"Region3","holding","Gaming Zone","July",12,3,4,5,4,14,427,451,18,24,441,28,469,4,4,4,3,3,4
"Region3","holding","Gaming Zone","August",11,5,2,3,4,15,332,353,19,21,347,25,372,4,4,5,4,4,4
"Region3","holding","Gaming Zone","September",11,2,2,2,5,14,495,512,19,17,509,22,531,3,5,5,3,2,4
"Region3","holding","Gaming Zone","October",11,3,3,5,3,11,425,447,14,22,436,25,461,5,5,5,2,3,4
"Region3","holding","Gaming Zone","November",12,4,5,4,4,13,316,341,17,25,329,29,358,4,5,4,2,4,4
"Region3","holding","Super MArket","January",12,4,4,2,4,14,477,499,18,22,491,26,517,3,4,4,4,2,4
"Region3","holding","Super MArket","February",12,2,4,4,4,12,394,416,16,22,406,26,432,3,2,4,2,4,3
"Region3","holding","Super MArket","March",13,3,5,2,3,14,323,346,17,23,337,26,363,3,3,5,4,4,3
"Region3","holding","Super MArket","April",12,3,4,3,4,10,431,453,14,22,441,26,467,4,5,4,3,4,3
"Region3","holding","Super MArket","May",13,5,2,4,4,13,483,507,17,24,496,28,524,4,3,5,3,3,4
"Region3","holding","Super MArket","June",12,2,4,4,2,15,300,322,17,22,315,24,339,4,2,2,2,3,3
"Region3","holding","Super MArket","July",11,4,3,4,3,15,340,362,18,22,355,25,380,4,2,4,5,4,3
"Region3","holding","Super MArket","August",11,2,4,5,4,13,442,464,17,22,455,26,481,3,2,3,4,4,2
"Region3","holding","Super MArket","September",10,2,3,5,4,12,433,453,16,20,445,24,469,2,3,4,2,4,3
"Region3","holding","Super MArket","October",11,4,3,4,3,15,437,459,18,22,452,25,477,5,2,3,3,4,2
"Region3","holding","Super MArket","November",12,3,4,2,3,13,461,482,16,21,474,24,498,5,4,3,4,3,3
"Region3","holding","Fast Food Centre","January",10,4,4,2,4,12,421,441,16,20,433,24,457,3,2,3,3,2,5
"Region3","holding","Fast Food Centre","February",11,2,4,4,4,10,315,336,14,21,325,25,350,5,3,4,3,4,2
"Region3","holding","Fast Food Centre","March",11,4,5,4,4,13,444,468,17,24,457,28,485,2,2,2,3,2,3
"Region3","holding","Fast Food Centre","April",11,5,4,5,5,11,366,391,16,25,377,30,407,3,4,3,5,3,3
"Region3","holding","Fast Food Centre","May",11,2,5,5,4,13,397,420,17,23,410,27,437,5,4,5,5,4,3
"Region3","holding","Fast Food Centre","June",12,4,4,3,4,13,440,463,17,23,453,27,480,2,2,3,4,2,3
"Region3","holding","Fast Food Centre","July",11,3,3,4,3,12,381,402,15,21,393,24,417,4,3,3,4,3,2
"Region3","holding","Fast Food Centre","August",10,3,3,5,4,15,312,333,19,21,327,25,352,2,3,3,4,3,3
"Region3","holding","Fast Food Centre","September",13,3,3,5,4,14,455,479,18,24,469,28,497,5,5,5,2,4,3
"Region3","holding","Fast Food Centre","October",13,3,4,2,2,13,392,414,15,22,405,24,429,4,3,4,2,3,4
"Region3","holding","Fast Food Centre","November",10,2,2,3,2,13,453,470,15,17,466,19,485,4,3,2,4,4,4
"Region4","retail","Retail Store","January",11,4,2,4,4,15,413,434,19,21,428,25,453,3,4,2,5,3,3
"Region4","retail","Retail Store","February",10,5,2,3,4,14,302,322,18,20,316,24,340,2,3,4,3,3,4
"Region4","retail","Retail Store","March",12,5,5,3,4,13,498,523,17,25,511,29,540,2,4,3,3,3,3
"Region4","retail","Retail Store","April",10,3,4,3,4,14,350,370,18,20,364,24,388,3,4,4,2,4,3
"Region4","retail","Retail Store","May",13,5,3,3,4,14,423,447,18,24,437,28,465,3,4,5,3,4,5
"Region4","retail","Retail Store","June",11,5,3,2,4,15,327,348,19,21,342,25,367,2,4,5,3,3,4
"Region4","retail","Retail Store","July",10,4,3,3,2,10,386,406,12,20,396,22,418,3,5,2,3,5,4
"Region4","retail","Retail Store","August",10,3,4,5,3,11,324,346,14,22,335,25,360,2,5,5,4,3,3
"Region4","retail","Retail Store","September",13,4,3,4,4,15,369,393,19,24,384,28,412,2,3,3,3,4,3
"Region4","retail","Retail Store","October",10,4,2,4,3,14,351,371,17,20,365,23,388,5,4,5,4,2,5
"Region4","retail","Retail Store","November",12,3,4,4,4,14,386,409,18,23,400,27,427,3,4,5,3,5,5
"Region4","retail","Kirana Store","January",11,2,3,3,4,11,312,331,15,19,323,23,346,3,4,3,5,4,3
"Region4","retail","Kirana Store","February",10,3,4,3,2,12,365,385,14,20,377,22,399,5,5,3,4,4,4
"Region4","retail","Kirana Store","March",11,2,5,5,4,11,495,518,15,23,506,27,533,3,2,5,5,5,3
"Region4","retail","Kirana Store","April",10,4,3,4,4,12,472,493,16,21,484,25,509,5,4,5,2,5,5
"Region4","retail","Kirana Store","May",13,5,3,2,2,15,308,331,17,23,323,25,348,2,3,2,2,2,3
"Region4","retail","Kirana Store","June",10,4,4,4,5,13,319,341,18,22,332,27,359,3,3,3,5,4,3
"Region4","retail","Kirana Store","July",12,5,2,5,2,12,358,382,14,24,370,26,396,5,4,3,3,3,2
"Region4","retail","Kirana Store","August",11,3,3,3,4,12,351,371,16,20,363,24,387,5,5,5,3,3,4
"Region4","retail","Kirana Store","September",11,2,3,2,4,14,325,343,18,18,339,22,361,4,5,2,3,4,4
"Region4","retail","Kirana Store","October",11,5,5,3,3,13,347,371,16,24,360,27,387,5,4,2,2,3,3
"Region4","retail","Kirana Store","November",10,3,2,5,3,11,338,358,14,20,349,23,372,3,5,5,4,2,3
"Region4","retail","Hotels","January",12,2,3,3,3,15,391,411,18,20,406,23,429,3,4,2,4,3,3
"Region4","retail","Hotels","February",12,5,4,4,4,15,417,442,19,25,432,29,461,2,4,4,3,4,4
"Region4","retail","Hotels","March",13,4,2,4,4,13,405,428,17,23,418,27,445,2,2,3,3,4,4
"Region4","retail","Hotels","April",11,3,5,5,3,11,377,401,14,24,388,27,415,3,3,4,3,2,4
"Region4","retail","Hotels","May",12,3,3,3,3,14,402,423,17,21,416,24,440,2,2,5,4,5,2
"Region4","retail","Hotels","June",12,4,4,4,4,13,499,523,17,24,512,28,540,4,3,5,4,4,4
"Region4","retail","Hotels","July",10,4,2,5,3,15,308,329,18,21,323,24,347,4,4,2,4,5,3
"Region4","retail","Hotels","August",12,2,3,3,3,11,340,360,14,20,351,23,374,4,3,4,4,3,2
"Region4","retail","Hotels","September",11,4,4,2,5,11,429,450,16,21,440,26,466,5,3,3,4,4,5
"Region4","retail","Hotels","October",10,2,4,5,4,15,301,322,19,21,316,25,341,3,4,3,4,3,3
"Region4","retail","Hotels","November",11,2,4,3,5,11,448,468,16,20,459,25,484,3,5,4,4,4,2
"Region4","retail","Restaurants","January",12,4,3,3,4,12,420,442,16,22,432,26,458,4,2,2,4,3,2
"Region4","retail","Restaurants","February",10,4,2,5,4,13,421,442,17,21,434,25,459,4,3,5,2,5,4
"Region4","retail","Restaurants","March",11,3,4,3,5,10,363,384,15,21,373,26,399,2,3,2,5,5,5
"Region4","retail","Restaurants","April",12,4,4,4,5,12,464,488,17,24,476,29,505,2,3,2,3,4,4
"Region4","retail","Restaurants","May",11,4,3,5,5,10,301,324,15,23,311,28,339,3,5,3,5,2,2
"Region4","retail","Restaurants","June",11,4,3,3,4,14,427,448,18,21,441,25,466,3,3,5,4,4,4
"Region4","retail","Restaurants","July",13,3,2,4,4,10,417,439,14,22,427,26,453,5,4,5,3,2,4
"Region4","retail","Restaurants","August",13,4,4,2,2,13,477,500,15,23,490,25,515,5,2,4,4,2,5
"Region4","retail","Restaurants","September",11,2,4,4,3,13,442,463,16,21,455,24,479,4,2,5,4,3,5
"Region4","retail","Restaurants","October",12,5,3,2,4,13,444,466,17,22,457,26,483,3,4,4,4,4,4
"Region4","retail","Restaurants","November",12,4,3,2,4,14,466,487,18,21,480,25,505,4,4,3,3,4,4
"Region4","retail","Airline","January",11,4,3,4,4,10,477,499,14,22,487,26,513,4,5,5,5,3,5
"Region4","retail","Airline","February",12,3,5,5,3,14,454,479,17,25,468,28,496,3,3,2,3,5,3
"Region4","retail","Airline","March",13,4,3,3,5,11,451,474,16,23,462,28,490,4,4,5,5,3,3
"Region4","retail","Airline","April",10,4,2,4,5,11,332,352,16,20,343,25,368,3,5,2,5,2,4
"Region4","retail","Airline","May",11,3,2,2,4,11,331,349,15,18,342,22,364,4,4,2,4,4,5
"Region4","retail","Airline","June",11,4,2,3,3,12,404,424,15,20,416,23,439,4,2,4,4,5,5
"Region4","retail","Airline","July",10,2,2,3,5,11,378,395,16,17,389,22,411,4,4,3,3,5,2
"Region4","retail","Airline","August",11,2,3,3,3,11,358,377,14,19,369,22,391,4,4,5,2,4,3
"Region4","retail","Airline","September",12,4,5,4,4,11,418,443,15,25,429,29,458,3,4,3,3,4,4
"Region4","retail","Airline","October",12,2,4,4,3,15,433,455,18,22,448,25,473,5,2,3,2,4,3
"Region4","retail","Airline","November",10,3,4,4,5,13,361,382,18,21,374,26,400,4,4,3,3,3,3
"Region4","retail","Hardware Store","January",12,4,3,3,3,12,454,476,15,22,466,25,491,2,5,5,3,5,4
"Region4","retail","Hardware Store","February",12,2,4,3,3,12,366,387,15,21,378,24,402,5,3,3,3,2,5
"Region4","retail","Hardware Store","March",10,3,4,2,4,10,374,393,14,19,384,23,407,3,4,4,2,5,4
"Region4","retail","Hardware Store","April",11,5,4,4,3,12,495,519,15,24,507,27,534,4,5,5,3,2,3
"Region4","retail","Hardware Store","May",12,4,4,3,4,14,435,458,18,23,449,27,476,4,2,4,4,3,5
"Region4","retail","Hardware Store","June",12,4,4,2,3,11,416,438,14,22,427,25,452,2,4,5,2,3,4
"Region4","retail","Hardware Store","July",10,4,4,3,4,14,465,486,18,21,479,25,504,3,5,4,3,4,2
"Region4","retail","Hardware Store","August",13,5,3,4,3,11,381,406,14,25,392,28,420,5,4,3,3,4,3
"Region4","retail","Hardware Store","September",12,4,4,2,5,14,383,405,19,22,397,27,424,5,4,4,3,2,2
"Region4","retail","Hardware Store","October",10,2,4,5,5,11,448,469,16,21,459,26,485,4,5,5,3,3,4
"Region4","retail","Hardware Store","November",12,4,3,4,5,11,490,513,16,23,501,28,529,3,5,4,4,4,3
"Region4","retail","Computer Store","January",11,2,4,3,3,11,340,360,14,20,351,23,374,2,3,4,5,4,4
"Region4","retail","Computer Store","February",12,4,4,5,2,11,492,517,13,25,503,27,530,3,4,5,5,5,3
"Region4","retail","Computer Store","March",12,3,4,5,2,12,353,377,14,24,365,26,391,3,5,4,2,2,2
"Region4","retail","Computer Store","April",10,3,4,3,3,14,441,461,17,20,455,23,478,2,3,3,2,3,5
"Region4","retail","Computer Store","May",12,4,3,3,3,12,308,330,15,22,320,25,345,3,3,5,2,4,4
"Region4","retail","Computer Store","June",11,2,3,2,2,14,434,452,16,18,448,20,468,4,4,5,4,5,2
"Region4","retail","Computer Store","July",10,2,3,5,2,12,460,480,14,20,472,22,494,2,2,5,4,4,5
"Region4","retail","Computer Store","August",11,5,5,3,4,15,377,401,19,24,392,28,420,3,5,2,5,3,3
"Region4","retail","Computer Store","September",13,5,2,4,5,12,408,432,17,24,420,29,449,3,2,3,4,4,3
"Region4","retail","Computer Store","October",12,4,4,4,4,13,434,458,17,24,447,28,475,2,4,4,4,5,5
"Region4","retail","Computer Store","November",11,5,2,3,4,14,369,390,18,21,383,25,408,2,2,2,5,3,4
"Region4","retail","Gaming Zone","January",13,5,2,2,5,11,452,474,16,22,463,27,490,5,4,2,3,3,3
"Region4","retail","Gaming Zone","February",11,3,4,4,4,12,353,375,16,22,365,26,391,5,3,4,5,3,4
"Region4","retail","Gaming Zone","March",12,4,4,3,4,12,393,416,16,23,405,27,432,3,3,4,5,5,3
"Region4","retail","Gaming Zone","April",12,2,2,3,2,12,325,344,14,19,337,21,358,3,4,2,4,2,3
"Region4","retail","Gaming Zone","May",12,4,4,3,2,13,463,486,15,23,476,25,501,2,5,4,5,5,4
"Region4","retail","Gaming Zone","June",12,4,2,4,2,13,335,357,15,22,348,24,372,4,3,4,2,3,2
"Region4","retail","Gaming Zone","July",10,2,3,3,5,10,425,443,15,18,435,23,458,4,5,2,5,3,3
"Region4","retail","Gaming Zone","August",12,2,4,4,3,13,375,397,16,22,388,25,413,3,2,3,4,4,4
"Region4","retail","Gaming Zone","September",11,4,4,5,4,11,308,332,15,24,319,28,347,3,3,3,5,5,3
"Region4","retail","Gaming Zone","October",12,5,4,5,5,10,461,487,15,26,471,31,502,3,3,4,2,2,2
"Region4","retail","Gaming Zone","November",12,3,3,3,5,10,405,426,15,21,415,26,441,2,4,4,3,4,4
"Region4","retail","Super MArket","January",10,4,2,3,5,10,470,489,15,19,480,24,504,2,2,5,3,3,4
"Region4","retail","Super MArket","February",11,4,3,4,4,11,427,449,15,22,438,26,464,5,3,3,2,4,3
"Region4","retail","Super MArket","March",13,3,5,3,3,12,369,393,15,24,381,27,408,3,3,5,3,5,2
"Region4","retail","Super MArket","April",10,2,3,4,3,13,400,419,16,19,413,22,435,3,4,4,3,4,4
"Region4","retail","Super MArket","May",12,3,4,2,3,12,439,460,15,21,451,24,475,5,4,4,3,3,2
"Region4","retail","Super MArket","June",11,2,3,2,4,13,498,516,17,18,511,22,533,3,3,4,4,4,4
"Region4","retail","Super MArket","July",11,3,3,4,4,11,429,450,15,21,440,25,465,4,4,5,4,2,3
"Region4","retail","Super MArket","August",11,2,2,4,3,11,441,460,14,19,452,22,474,3,5,4,3,4,3
"Region4","retail","Super MArket","September",12,3,4,4,5,12,344,367,17,23,356,28,384,2,2,2,4,4,4
"Region4","retail","Super MArket","October",11,3,4,3,3,11,303,324,14,21,314,24,338,5,2,2,4,3,2
"Region4","retail","Super MArket","November",12,4,4,3,3,14,419,442,17,23,433,26,459,5,5,4,3,5,2
"Region4","retail","Fast Food Centre","January",10,3,5,3,4,11,355,376,15,21,366,25,391,2,4,4,4,3,4
"Region4","retail","Fast Food Centre","February",12,2,2,4,2,12,478,498,14,20,490,22,512,2,5,2,4,5,5
"Region4","retail","Fast Food Centre","March",12,3,3,3,5,10,464,485,15,21,474,26,500,4,2,2,3,4,5
"Region4","retail","Fast Food Centre","April",10,4,2,3,3,11,337,356,14,19,348,22,370,3,4,2,5,3,5
"Region4","retail","Fast Food Centre","May",10,3,3,2,2,10,432,450,12,18,442,20,462,5,3,3,3,5,3
"Region4","retail","Fast Food Centre","June",11,2,2,4,3,14,308,327,17,19,322,22,344,5,5,3,2,5,5
"Region4","retail","Fast Food Centre","July",10,5,3,3,2,10,477,498,12,21,487,23,510,4,4,4,3,2,5
"Region4","retail","Fast Food Centre","August",12,3,4,3,5,13,487,509,18,22,500,27,527,4,3,4,4,4,5
"Region4","retail","Fast Food Centre","September",10,4,5,2,4,12,354,375,16,21,366,25,391,3,5,4,4,3,4
"Region4","retail","Fast Food Centre","October",11,4,5,2,5,13,436,458,18,22,449,27,476,3,2,3,2,4,5
"Region4","retail","Fast Food Centre","November",13,4,4,4,3,13,497,522,16,25,510,28,538,2,5,5,4,4,3
"Region4","holding","Retail Store","January",13,3,4,5,4,14,465,490,18,25,479,29,508,3,4,2,3,5,4
"Region4","holding","Retail Store","February",11,5,2,4,5,11,470,492,16,22,481,27,508,3,2,4,4,4,2
"Region4","holding","Retail Store","March",12,4,4,4,5,11,496,520,16,24,507,29,536,2,4,4,3,2,3
"Region4","holding","Retail Store","April",11,3,4,4,4,13,408,430,17,22,421,26,447,2,4,3,3,5,3
"Region4","holding","Retail Store","May",12,5,3,5,3,11,368,393,14,25,379,28,407,3,5,5,3,3,3
"Region4","holding","Retail Store","June",10,3,5,4,3,10,462,484,13,22,472,25,497,4,4,5,5,4,4
"Region4","holding","Retail Store","July",13,4,4,2,2,13,377,400,15,23,390,25,415,4,4,4,3,3,3
"Region4","holding","Retail Store","August",11,3,3,5,2,11,349,371,13,22,360,24,384,2,5,3,3,4,5
"Region4","holding","Retail Store","September",11,2,5,2,3,15,458,478,18,20,473,23,496,3,2,4,2,3,4
"Region4","holding","Retail Store","October",12,3,4,3,4,13,394,416,17,22,407,26,433,4,3,3,4,4,3
"Region4","holding","Retail Store","November",13,4,3,5,4,13,428,453,17,25,441,29,470,2,4,4,4,4,4
"Region4","holding","Kirana Store","January",11,3,5,2,4,15,371,392,19,21,386,25,411,3,3,3,3,5,2
"Region4","holding","Kirana Store","February",10,4,4,5,3,13,403,426,16,23,416,26,442,3,3,2,3,2,3
"Region4","holding","Kirana Store","March",11,3,5,3,2,12,474,496,14,22,486,24,510,5,3,2,2,2,5
