"Region","Type","Category","Merchant_ID","Terminal_ID","Swipe_Amount_M1","Swipe_Amount_M2","Inactivity_Band"
"Region3","holding","Retail Store",1056950,50082126,385606.197302463,272200.406421907,"New Terminal Inactive"
"Region3","holding","Retail Store",1042149,50022500,266544.245654019,19962.1846466325,"New Terminal Inactive"
"Region3","holding","Retail Store",1077023,50032660,18131.5498363692,117015.67758969,"2 Months old Terminal"
"Region3","holding","Retail Store",1032831,50099445,93859.1366708279,362475.461352384,"4 - 12  Months Old Terminal"
"Region3","holding","Retail Store",1033091,50048462,192667.303152615,487568.327119574,"New Terminal Inactive"
"Region3","holding","Retail Store",1072966,50007189,280384.437442524,433937.287964392,"4 - 12  Months Old Terminal"
"Region3","holding","Kirana Store",1085643,50014254,106177.085828036,113223.948467989,"New Terminal Inactive"
"Region3","holding","Kirana Store",1078239,50093843,136290.010281838,175044.103935594,"> 12 Months"
"Region3","holding","Kirana Store",1076051,50041634,410486.27999844,378886.771980207,"2 Months old Terminal"
"Region3","holding","Kirana Store",1054021,50057470,169920.530687319,50837.739710696,"4 - 12  Months Old Terminal"
"Region3","holding","Kirana Store",1034075,50077407,375986.3546337,10202.2937173024,"New Terminal Inactive"
"Region3","holding","Kirana Store",1013046,50090680,149576.160881901,377129.03032545,"2 Months old Terminal"
"Region3","holding","Kirana Store",1008606,50063556,127423.03808732,144911.668235669,"New Terminal Inactive"
"Region3","holding","Kirana Store",1061762,50090499,367693.32021079,54382.500419626,"2 Months old Terminal"
"Region3","holding","Kirana Store",1060496,50017907,271847.970681731,54749.0401898976,"2 Months old Terminal"
"Region3","holding","Kirana Store",1010408,50056746,244152.991509531,176578.023436479,"New Terminal Inactive"
"Region3","holding","Kirana Store",1092445,50084485,401658.376004314,291066.415732261,"2 Months old Terminal"
"Region3","holding","Kirana Store",1096889,50030633,222997.482367326,410444.800953614,"4 - 12  Months Old Terminal"
"Region3","holding","Kirana Store",1080009,50015888,351882.39767612,356958.166219061,"2 Months old Terminal"
"Region3","holding","Hotels",1086973,50064484,399328.472252702,22353.7196447141,"> 12 Months"
"Region3","holding","Hotels",1037134,50026692,94603.3199355006,31278.9877795149,"> 12 Months"
"Region3","holding","Hotels",1010313,50024345,205874.647120014,265516.653126804,"> 12 Months"
"Region3","holding","Hotels",1049732,50055385,251406.20931075,109107.684553834,"> 12 Months"
"Region3","holding","Hotels",1058835,50040688,4093.02356722765,180023.355732206,"4 - 12  Months Old Terminal"
"Region3","holding","Hotels",1043098,50062992,4760.60923351906,205976.675806101,"3 Months Old Terminal"
"Region3","holding","Hotels",1015908,50058617,205323.458467145,204675.445839763,"> 12 Months"
"Region3","holding","Hotels",1013567,50094786,382930.349409115,27920.123959193,"> 12 Months"
"Region3","holding","Hotels",1087022,50082179,23478.7961952388,485458.425130695,"4 - 12  Months Old Terminal"
"Region3","holding","Hotels",1023752,50044731,57382.0199735928,427736.552570481,"2 Months old Terminal"
"Region3","holding","Hotels",1083903,50070797,153160.715567181,318875.288037118,"> 12 Months"
"Region3","holding","Hotels",1006852,50068814,317131.85245404,176297.554654302,"> 12 Months"
"Region3","holding","Hotels",1040824,50010175,387332.704670494,17605.3359997459,"4 - 12  Months Old Terminal"
"Region3","holding","Restaurants",1056473,50074036,108659.129901789,478667.512612417,"4 - 12  Months Old Terminal"
"Region3","holding","Restaurants",1084657,50097490,280103.59038203,50853.4361200873,"2 Months old Terminal"
"Region3","holding","Restaurants",1095110,50093209,215048.706901958,131525.554610649,"2 Months old Terminal"
"Region3","holding","Restaurants",1011967,50061983,431543.811816489,55932.2425769642,"2 Months old Terminal"
"Region3","holding","Restaurants",1056853,50078772,148596.707481658,210697.694503702,"3 Months Old Terminal"
"Region3","holding","Restaurants",1074500,50033585,277811.90546928,96263.8879194856,"2 Months old Terminal"
"Region3","holding","Restaurants",1079869,50062520,237825.151129626,483793.013703078,"2 Months old Terminal"
"Region3","holding","Restaurants",1050786,50097812,125374.058232177,435869.679063326,"> 12 Months"
"Region3","holding","Restaurants",1037071,50089372,264549.796313513,67602.5410690345,"3 Months Old Terminal"
"Region3","holding","Restaurants",1067112,50020022,447074.581707362,213928.403786384,"3 Months Old Terminal"
"Region3","holding","Restaurants",1037331,50081323,156558.934218483,102762.703387067,"New Terminal Inactive"
"Region3","holding","Restaurants",1021864,50066186,165231.033369899,451879.536301829,"> 12 Months"
"Region3","holding","Restaurants",1032657,50099266,205424.03004691,82211.9315550663,"3 Months Old Terminal"
"Region3","holding","Restaurants",1010816,50097697,41679.9486735836,18072.8206522763,"3 Months Old Terminal"
"Region3","holding","Restaurants",1083632,50015075,341952.582599362,127191.641919781,"2 Months old Terminal"
"Region3","holding","Restaurants",1008557,50099012,377696.961120702,15769.0565225203,"3 Months Old Terminal"
"Region3","holding","Restaurants",1085340,50077293,482289.248272311,342338.004463352,"> 12 Months"
"Region3","holding","Restaurants",1051026,50050878,242669.084243942,269756.823498057,"3 Months Old Terminal"
"Region3","holding","Restaurants",1007182,50047766,210604.766946286,71929.9868091475,"2 Months old Terminal"
"Region3","holding","Restaurants",1073110,50037078,475310.540067963,240995.485272026,"> 12 Months"
"Region3","holding","Restaurants",1033851,50006506,38664.6507827099,3649.05118593015,"New Terminal Inactive"
"Region3","holding","Restaurants",1023332,50043495,405144.814620959,284820.139979944,"3 Months Old Terminal"
"Region3","holding","Restaurants",1065231,50097355,421499.594105873,268542.988783214,"3 Months Old Terminal"
"Region3","holding","Restaurants",1080675,50055607,52008.3912189584,185441.722233314,"4 - 12  Months Old Terminal"
"Region3","holding","Restaurants",1096756,50084761,255393.452199642,470848.680666881,"> 12 Months"
"Region3","holding","Airline",1026178,50023543,245559.049120639,243824.105069973,"2 Months old Terminal"
"Region3","holding","Airline",1065567,50089276,245961.292855907,442539.235176286,"2 Months old Terminal"
"Region3","holding","Airline",1083768,50099711,453043.918619398,477496.651656693,"> 12 Months"
"Region3","holding","Airline",1065260,50086437,100668.609242886,319078.926051501,"3 Months Old Terminal"
"Region3","holding","Airline",1058584,50091519,254703.628420131,485941.816218663,"2 Months old Terminal"
"Region3","holding","Airline",1069985,50086796,375198.103044415,229956.631650217,"3 Months Old Terminal"
"Region3","holding","Airline",1036953,50058622,397595.681229373,179551.251663826,"4 - 12  Months Old Terminal"
"Region3","holding","Airline",1008900,50074514,37174.0909565706,443375.70666289,"New Terminal Inactive"
"Region3","holding","Airline",1075975,50027265,66569.6998578496,247959.560504649,"> 12 Months"
"Region3","holding","Airline",1037915,50062915,36290.3027425054,98587.5411108136,"New Terminal Inactive"
"Region3","holding","Airline",1075413,50062925,280590.212399606,324192.491298309,"3 Months Old Terminal"
"Region3","holding","Airline",1067166,50037023,141195.687697968,462676.233826671,"2 Months old Terminal"
"Region3","holding","Airline",1003141,50056938,327823.425173294,231572.201987728,"New Terminal Inactive"
"Region3","holding","Airline",1068082,50079439,110075.613946421,483285.300904652,"3 Months Old Terminal"
"Region3","holding","Airline",1048939,50072349,158207.634400111,299254.753154702,"New Terminal Inactive"
"Region3","holding","Airline",1047594,50038754,299283.346899087,262284.412447596,"> 12 Months"
"Region3","holding","Airline",1077165,50004354,320457.05772005,35827.4619220756,"2 Months old Terminal"
"Region3","holding","Airline",1056929,50003752,347925.1345878,288050.174980657,"> 12 Months"
"Region3","holding","Airline",1079595,50094757,470606.901691062,456640.08687716,"3 Months Old Terminal"
"Region3","holding","Airline",1027607,50086779,467253.267808584,78189.5922145341,"New Terminal Inactive"
"Region3","holding","Airline",1072398,50070850,23515.5891713221,23160.9449754469,"2 Months old Terminal"
"Region3","holding","Airline",1074493,50099744,436985.989369685,118917.082614498,"3 Months Old Terminal"
"Region3","holding","Hardware Store",1091152,50090134,232829.284131993,247907.105139922,"3 Months Old Terminal"
"Region3","holding","Hardware Store",1071920,50063343,55315.8117339481,96716.499140719,"New Terminal Inactive"
"Region3","holding","Hardware Store",1084044,50087804,165840.937667992,343737.355358433,"New Terminal Inactive"
"Region3","holding","Hardware Store",1059574,50035351,192709.695781814,209171.763398452,"4 - 12  Months Old Terminal"
"Region3","holding","Hardware Store",1022189,50065025,283410.993886646,265257.482952904,"> 12 Months"
"Region3","holding","Hardware Store",1087725,50093282,86493.2408793829,167445.048567839,"4 - 12  Months Old Terminal"
"Region3","holding","Hardware Store",1033891,50009456,374985.730723711,224579.72834073,"New Terminal Inactive"
"Region3","holding","Hardware Store",1071968,50098285,438853.994930163,272309.737649979,"New Terminal Inactive"
"Region3","holding","Hardware Store",1081331,50090953,358653.31328474,140028.745261254,"4 - 12  Months Old Terminal"
"Region3","holding","Hardware Store",1066495,50066382,439228.547743754,117992.750463309,"2 Months old Terminal"
"Region3","holding","Hardware Store",1092232,50022963,307946.236263728,338512.57258351,"2 Months old Terminal"
"Region3","holding","Hardware Store",1050733,50002914,122659.537889995,438587.948630797,"4 - 12  Months Old Terminal"
"Region3","holding","Hardware Store",1060309,50081217,25651.6593641136,490568.174036453,"3 Months Old Terminal"
"Region3","holding","Computer Store",1015432,50027594,283508.481150027,466696.574853268,"New Terminal Inactive"
"Region3","holding","Computer Store",1018707,50057807,218811.186512001,373902.411054121,"New Terminal Inactive"
"Region3","holding","Computer Store",1070224,50062538,437842.819149606,218277.151721995,"> 12 Months"
"Region3","holding","Computer Store",1007919,50089201,327654.98289559,225820.010484196,"New Terminal Inactive"
"Region3","holding","Computer Store",1090253,50037177,497552.940479713,28285.2902864106,"2 Months old Terminal"
"Region3","holding","Computer Store",1098078,50045903,98648.572712671,196473.506019684,"3 Months Old Terminal"
"Region3","holding","Computer Store",1095810,50091657,86288.5401216336,181503.616413334,"> 12 Months"
"Region3","holding","Computer Store",1013342,50003007,374481.168431696,190061.887002084,"4 - 12  Months Old Terminal"
"Region3","holding","Computer Store",1094061,50010567,319387.108898722,91779.98839668,"> 12 Months"
"Region3","holding","Computer Store",1083570,50089336,180077.199004591,81543.6589936726,"2 Months old Terminal"
"Region3","holding","Computer Store",1043047,50006748,314682.246353477,370452.522061067,"> 12 Months"
"Region3","holding","Gaming Zone",1068792,50066350,449798.14717127,35006.0381363146,"2 Months old Terminal"
"Region3","holding","Gaming Zone",1073406,50085640,18528.1626749784,323651.23276948,"New Terminal Inactive"
"Region3","holding","Gaming Zone",1033225,50019088,125413.135574199,479702.650571242,"> 12 Months"
"Region3","holding","Gaming Zone",1077053,50083788,191774.373771856,184071.22671837,"4 - 12  Months Old Terminal"
"Region3","holding","Gaming Zone",1083416,50096223,381276.603279402,189365.43195392,"3 Months Old Terminal"
"Region3","holding","Gaming Zone",1084975,50005785,176088.534071576,343114.137144759,"New Terminal Inactive"
"Region3","holding","Gaming Zone",1017479,50080752,297381.903919159,373416.726574302,"New Terminal Inactive"
"Region3","holding","Gaming Zone",1086486,50056723,264898.566954536,304105.734928278,"3 Months Old Terminal"
"Region3","holding","Gaming Zone",1086231,50068497,423087.610761868,391475.509396754,"New Terminal Inactive"
"Region3","holding","Gaming Zone",1099043,50037551,117372.490318958,174450.019516749,"2 Months old Terminal"
"Region3","holding","Gaming Zone",1038027,50016818,82582.669879077,488249.329573708,"3 Months Old Terminal"
"Region3","holding","Gaming Zone",1048747,50018332,488749.031990301,227578.985564644,"3 Months Old Terminal"
"Region3","holding","Gaming Zone",1002905,50076484,397194.804572733,40633.2170455717,"2 Months old Terminal"
"Region3","holding","Gaming Zone",1077515,50083158,406985.380712431,133753.918695496,"> 12 Months"
"Region3","holding","Gaming Zone",1056594,50056425,172838.909484446,30804.7815992031,"> 12 Months"
"Region3","holding","Gaming Zone",1035505,50090251,64444.6207967121,335638.105777558,"4 - 12  Months Old Terminal"
"Region3","holding","Gaming Zone",1047672,50051945,485267.897948856,255709.106535418,"3 Months Old Terminal"
"Region3","holding","Gaming Zone",1037611,50099958,354133.852475788,274750.51860651,"New Terminal Inactive"
"Region3","holding","Gaming Zone",1012299,50028534,312216.474496061,245594.660512172,"New Terminal Inactive"
"Region3","holding","Gaming Zone",1070059,50013741,42586.7727526929,177951.545177959,"3 Months Old Terminal"
"Region3","holding","Gaming Zone",1054937,50082806,78605.6215271819,274431.242218241,"4 - 12  Months Old Terminal"
"Region3","holding","Gaming Zone",1082774,50068517,77786.2797186244,174326.83038828,"3 Months Old Terminal"
"Region3","holding","Super MArket",1009733,50006591,442450.572709786,419979.716610862,"> 12 Months"
"Region3","holding","Super MArket",1007024,50011097,99105.5237778928,424456.558101345,"3 Months Old Terminal"
"Region3","holding","Super MArket",1023523,50064421,62184.5610621385,298251.076171873,"4 - 12  Months Old Terminal"
"Region3","holding","Super MArket",1006809,50091559,57755.8767504524,372478.217607131,"4 - 12  Months Old Terminal"
"Region3","holding","Super MArket",1073638,50057914,479887.047075434,219402.904405957,"> 12 Months"
"Region3","holding","Super MArket",1009296,50077746,486157.64743113,8739.51148474589,"> 12 Months"
"Region3","holding","Super MArket",1042190,50094722,227509.676969377,177368.187709246,"4 - 12  Months Old Terminal"
"Region3","holding","Super MArket",1063285,50041309,346539.241444319,311667.975333752,"> 12 Months"
"Region3","holding","Super MArket",1009960,50060969,303580.003515119,46346.0345091298,"3 Months Old Terminal"
"Region3","holding","Super MArket",1046887,50012439,38735.6599525083,36724.9734578654,"2 Months old Terminal"
"Region3","holding","Super MArket",1082446,50069429,49174.7355402913,443920.315425377,"> 12 Months"
"Region3","holding","Super MArket",1013718,50008342,5838.29893218353,166161.513556261,"2 Months old Terminal"
"Region3","holding","Super MArket",1055509,50093504,95060.8524777927,220434.970430098,"4 - 12  Months Old Terminal"
"Region3","holding","Super MArket",1045420,50048825,328996.975851012,29760.9766812529,"New Terminal Inactive"
"Region3","holding","Super MArket",1070159,50077215,377852.631269023,183207.124367123,"4 - 12  Months Old Terminal"
"Region3","holding","Super MArket",1019078,50022232,363880.489315139,237987.910090946,"2 Months old Terminal"
"Region3","holding","Super MArket",1033146,50070928,337027.397524333,232033.839815995,"New Terminal Inactive"
"Region3","holding","Super MArket",1071500,50053626,332180.480420124,282068.631100236,"3 Months Old Terminal"
"Region3","holding","Super MArket",1031151,50014921,484113.441358088,497618.970701471,"2 Months old Terminal"
"Region3","holding","Super MArket",1040808,50020165,261589.560540393,122840.587169165,"New Terminal Inactive"
"Region3","holding","Super MArket",1082718,50070854,178544.292488834,390912.765839836,"New Terminal Inactive"
"Region3","holding","Super MArket",1098909,50012800,498751.072305022,418157.023562351,"New Terminal Inactive"
"Region3","holding","Fast Food Centre",1080775,50009759,52051.6954653431,79552.2985982243,"> 12 Months"
"Region3","holding","Fast Food Centre",1042436,50028494,409983.816115418,331335.146065801,"> 12 Months"
"Region3","holding","Fast Food Centre",1070128,50024063,311804.611567874,298210.513720056,"> 12 Months"
"Region3","holding","Fast Food Centre",1025458,50038691,386379.933604039,487757.77211762,"New Terminal Inactive"
"Region3","holding","Fast Food Centre",1073954,50099235,225107.092055492,196948.544782586,"3 Months Old Terminal"
"Region3","holding","Fast Food Centre",1055777,50055065,109689.64092317,64624.6474862564,"New Terminal Inactive"
"Region3","holding","Fast Food Centre",1041832,50066277,35431.3331269659,57240.0020968635,"3 Months Old Terminal"
"Region3","holding","Fast Food Centre",1079016,50045064,281919.929303695,196079.847663175,"4 - 12  Months Old Terminal"
"Region3","holding","Fast Food Centre",1076561,50077053,330994.584839558,111663.053522585,"2 Months old Terminal"
"Region3","holding","Fast Food Centre",1048822,50027500,468061.921779299,492467.906374484,"3 Months Old Terminal"
"Region3","holding","Fast Food Centre",1043285,50097587,55032.8155804891,53945.086868247,"2 Months old Terminal"
"Region3","holding","Fast Food Centre",1074968,50029979,63957.863159012,370475.111837732,"2 Months old Terminal"
"Region4","retail","Retail Store",1027119,50088226,424234.3031005,493388.549820287,"2 Months old Terminal"
"Region4","retail","Retail Store",1020259,50073361,179272.274934454,36124.0559602156,"4 - 12  Months Old Terminal"
"Region4","retail","Retail Store",1061833,50021130,14424.6015758254,148484.148795484,"2 Months old Terminal"
"Region4","retail","Retail Store",1076391,50090763,178041.693795705,64395.5559351016,"3 Months Old Terminal"
"Region4","retail","Retail Store",1037238,50092611,237405.920163728,22139.2646525055,"New Terminal Inactive"
"Region4","retail","Retail Store",1062758,50054810,21307.0724899881,435741.460649995,"2 Months old Terminal"
"Region4","retail","Retail Store",1060191,50066356,401590.326871024,394508.885843679,"2 Months old Terminal"
"Region4","retail","Retail Store",1087807,50097838,422511.689140927,434606.695707887,"> 12 Months"
"Region4","retail","Retail Store",1023105,50042436,26203.4054249525,391257.099434733,"New Terminal Inactive"
"Region4","retail","Retail Store",1058001,50028723,70564.5464996342,137403.47036696,"3 Months Old Terminal"
"Region4","retail","Retail Store",1074069,50048571,262990.736058448,180828.763035825,"> 12 Months"
"Region4","retail","Retail Store",1001538,50034259,210693.161296891,24987.0094337966,"> 12 Months"
"Region4","retail","Retail Store",1059462,50037317,489209.461156279,442913.239839254,"3 Months Old Terminal"
"Region4","retail","Kirana Store",1046590,50092138,484269.946750486,375139.88058432,"3 Months Old Terminal"
"Region4","retail","Kirana Store",1007303,50031023,10637.8343917895,206755.6501457,"> 12 Months"
"Region4","retail","Kirana Store",1077123,50043815,331289.714944083,475334.460241022,"> 12 Months"
"Region4","retail","Kirana Store",1093200,50011270,395933.96845879,177084.754724754,"3 Months Old Terminal"
"Region4","retail","Kirana Store",1069901,50039978,483069.895182969,48798.9118087571,"3 Months Old Terminal"
"Region4","retail","Kirana Store",1058709,50076346,22029.2196830269,149460.696893279,"> 12 Months"
"Region4","retail","Kirana Store",1074491,50029045,336848.691742402,246705.161370803,"2 Months old Terminal"
"Region4","retail","Kirana Store",1044900,50036831,394498.516342836,215015.675069997,"3 Months Old Terminal"
"Region4","retail","Kirana Store",1058134,50073606,54326.6657763161,239959.573167609,"> 12 Months"
"Region4","retail","Kirana Store",1004743,50094451,262055.890107527,11820.169481216,"3 Months Old Terminal"
"Region4","retail","Kirana Store",1007190,50023974,291797.372910427,123933.121369919,"> 12 Months"
"Region4","retail","Kirana Store",1062781,50082846,34143.1744180154,450617.029931163,"> 12 Months"
"Region4","retail","Kirana Store",1080472,50057903,289897.257549688,228717.488507507,"3 Months Old Terminal"
"Region4","retail","Kirana Store",1007597,50049952,100362.997623626,85888.7399786618,"4 - 12  Months Old Terminal"
"Region4","retail","Hotels",1035649,50012793,101108.577127568,320083.687995328,"4 - 12  Months Old Terminal"
"Region4","retail","Hotels",1092672,50067950,400893.566561863,8143.56448780745,"3 Months Old Terminal"
"Region4","retail","Hotels",1098130,50029826,268687.741858652,247318.352142582,"4 - 12  Months Old Terminal"
"Region4","retail","Hotels",1078037,50068782,190401.142479619,196180.82263181,"> 12 Months"
"Region4","retail","Hotels",1005694,50063131,86883.8298469782,165975.611576112,"2 Months old Terminal"
"Region4","retail","Hotels",1000046,50000151,61664.3222640269,319470.508332364,"4 - 12  Months Old Terminal"
"Region4","retail","Hotels",1069852,50097433,432244.567133486,224487.56382009,"2 Months old Terminal"
"Region4","retail","Hotels",1016898,50092704,111273.751441855,434206.532792654,"3 Months Old Terminal"
"Region4","retail","Hotels",1042631,50013611,442909.011777723,69040.1582468767,"4 - 12  Months Old Terminal"
"Region4","retail","Hotels",1075270,50081950,354631.905117538,474543.044953607,"2 Months old Terminal"
"Region4","retail","Hotels",1075419,50094967,156391.776629025,366194.311204599,"4 - 12  Months Old Terminal"
"Region4","retail","Hotels",1017484,50056398,34050.7884153631,189060.207870323,"> 12 Months"
"Region4","retail","Hotels",1055630,50085525,347013.843144756,388696.297907969,"New Terminal Inactive"
"Region4","retail","Hotels",1084144,50034495,283933.305520331,347568.277307553,"> 12 Months"
"Region4","retail","Hotels",1052355,50088026,353515.840362292,342378.510908224,"3 Months Old Terminal"
"Region4","retail","Hotels",1052329,50072696,126524.908970809,3522.73596730083,"3 Months Old Terminal"
"Region4","retail","Restaurants",1054269,50032939,391302.385100396,49077.8783550486,"4 - 12  Months Old Terminal"
"Region4","retail","Restaurants",1046139,50099399,316045.562796295,288312.765396899,"New Terminal Inactive"
"Region4","retail","Restaurants",1019859,50020964,266308.959780959,435635.352598503,"> 12 Months"
"Region4","retail","Restaurants",1027359,50082819,256296.388656134,333576.994169969,"New Terminal Inactive"
"Region4","retail","Restaurants",1086050,50018683,93769.7134818882,96967.8216306493,"> 12 Months"
"Region4","retail","Restaurants",1071793,50045276,132723.276914097,474882.803220768,"4 - 12  Months Old Terminal"
"Region4","retail","Restaurants",1017833,50013520,135667.430477915,149392.993059009,"4 - 12  Months Old Terminal"
"Region4","retail","Restaurants",1008757,50095902,186678.485080833,355400.763607584,"4 - 12  Months Old Terminal"
"Region4","retail","Restaurants",1054112,50008572,456330.099657411,11974.4334386196,"3 Months Old Terminal"
"Region4","retail","Restaurants",1003084,50071939,148000.772403553,442792.233477347,"4 - 12  Months Old Terminal"
"Region4","retail","Restaurants",1015476,50002398,204261.900736019,121065.538789611,"3 Months Old Terminal"
"Region4","retail","Restaurants",1019717,50032457,493973.514595767,218313.824468292,"3 Months Old Terminal"
"Region4","retail","Restaurants",1007095,50027191,269016.291677952,67249.7410522774,"2 Months old Terminal"
"Region4","retail","Restaurants",1067692,50097186,11742.516545346,213036.247278331,"4 - 12  Months Old Terminal"
"Region4","retail","Restaurants",1023729,50006451,120906.532293651,43304.1900203098,"New Terminal Inactive"
"Region4","retail","Restaurants",1044196,50059283,221686.113986652,329533.15545246,"New Terminal Inactive"
"Region4","retail","Restaurants",1060419,50088253,134226.915634936,229528.649830492,"3 Months Old Terminal"
"Region4","retail","Restaurants",1018489,50034931,20170.2701216564,27878.8493860047,"2 Months old Terminal"
"Region4","retail","Restaurants",1077794,50010741,116069.929377642,218358.725375496,"> 12 Months"
"Region4","retail","Restaurants",1020672,50081273,402181.610711152,94596.2306596339,"New Terminal Inactive"
"Region4","retail","Restaurants",1029334,50061149,185975.39344104,382249.55431954,"4 - 12  Months Old Terminal"
"Region4","retail","Restaurants",1010463,50045840,34280.3597284947,68976.2083822861,"New Terminal Inactive"
"Region4","retail","Airline",1035710,50081978,155817.443221575,476216.592662968,"4 - 12  Months Old Terminal"
"Region4","retail","Airline",1072031,50096326,411907.745305449,200558.02799738,"> 12 Months"
"Region4","retail","Airline",1046518,50085145,23829.9030433409,41157.42817102,"3 Months Old Terminal"
"Region4","retail","Airline",1081417,50025321,498057.141735218,348207.949065836,"3 Months Old Terminal"
"Region4","retail","Airline",1002978,50079287,117335.759945679,146790.277739288,"New Terminal Inactive"
"Region4","retail","Airline",1087641,50042027,108141.753822332,368145.953302504,"New Terminal Inactive"
"Region4","retail","Airline",1055420,50012660,184182.707733708,301726.558371913,"2 Months old Terminal"
"Region4","retail","Airline",1017994,50004600,476705.748647684,449060.090302723,"New Terminal Inactive"
"Region4","retail","Airline",1064713,50076425,367970.830576494,483705.331126694,"3 Months Old Terminal"
"Region4","retail","Airline",1094974,50024195,202103.719371371,446458.870738745,"3 Months Old Terminal"
"Region4","retail","Airline",1037363,50091326,487907.492222264,51848.6953978427,"2 Months old Terminal"
"Region4","retail","Airline",1047944,50063931,128668.051197659,160307.444377104,"New Terminal Inactive"
"Region4","retail","Airline",1056778,50074639,464274.215553189,72882.1379805449,"New Terminal Inactive"
"Region4","retail","Airline",1096752,50029378,498058.716988424,201937.021409161,"> 12 Months"
"Region4","retail","Airline",1080109,50064641,496424.317902653,99851.644142298,"2 Months old Terminal"
"Region4","retail","Airline",1030735,50075509,60599.3632681202,417084.87484837,"New Terminal Inactive"
"Region4","retail","Airline",1089708,50065888,122021.421597339,188416.912208078,"New Terminal Inactive"
"Region4","retail","Hardware Store",1094092,50053244,413483.596998267,390356.821572408,"New Terminal Inactive"
"Region4","retail","Hardware Store",1095223,50031263,491391.975687351,303371.476348955,"3 Months Old Terminal"
"Region4","retail","Hardware Store",1009777,50026807,430869.953603717,429778.20720314,"4 - 12  Months Old Terminal"
"Region4","retail","Hardware Store",1020882,50051155,254294.904079521,221255.071803927,"4 - 12  Months Old Terminal"
"Region4","retail","Hardware Store",1063510,50095975,179829.250701703,173100.144972326,"2 Months old Terminal"
"Region4","retail","Hardware Store",1014752,50076431,463146.883103065,340648.776313523,"3 Months Old Terminal"
"Region4","retail","Hardware Store",1035178,50007985,429705.01781255,63672.6685015019,"New Terminal Inactive"
"Region4","retail","Hardware Store",1026881,50009082,327014.423589222,206273.090136005,"New Terminal Inactive"
"Region4","retail","Hardware Store",1023753,50089616,95327.1189862862,410424.639147473,"New Terminal Inactive"
"Region4","retail","Hardware Store",1090898,50095113,109454.885727493,318454.895042814,"4 - 12  Months Old Terminal"
"Region4","retail","Hardware Store",1058659,50077615,479384.93404584,55627.6379255578,"New Terminal Inactive"
"Region4","retail","Hardware Store",1032103,50017304,419020.31693724,351663.351155818,"2 Months old Terminal"
"Region4","retail","Hardware Store",1033816,50004334,487109.831234673,80440.583684016,"2 Months old Terminal"
"Region4","retail","Hardware Store",1094544,50063936,37401.946073398,390441.593986237,"New Terminal Inactive"
"Region4","retail","Hardware Store",1022018,50040537,194884.373737732,455319.200208643,"> 12 Months"
"Region4","retail","Hardware Store",1088734,50011879,355661.501744529,34689.3306616694,"4 - 12  Months Old Terminal"
"Region4","retail","Hardware Store",1049669,50099053,414646.879311651,25788.854741957,"3 Months Old Terminal"
"Region4","retail","Hardware Store",1027825,50044404,215679.902055301,216559.51786763,"3 Months Old Terminal"
"Region4","retail","Hardware Store",1063789,50081791,308005.15418197,448356.095840223,"3 Months Old Terminal"
"Region4","retail","Hardware Store",1005777,50083496,59424.3091973476,29318.6863597948,"4 - 12  Months Old Terminal"
"Region4","retail","Hardware Store",1051346,50065681,8989.32062997483,92760.4015523102,"3 Months Old Terminal"
"Region4","retail","Hardware Store",1018450,50004490,389526.795976097,453663.208362414,"New Terminal Inactive"
"Region4","retail","Hardware Store",1006015,50059286,473923.195604002,272787.120025838,"4 - 12  Months Old Terminal"
"Region4","retail","Hardware Store",1078953,50095255,182563.197701005,334761.215096572,"New Terminal Inactive"
"Region4","retail","Hardware Store",1061282,50094030,418005.293340655,221890.513417777,"> 12 Months"
"Region4","retail","Computer Store",1020830,50074628,371886.124906363,394457.507224055,"> 12 Months"
"Region4","retail","Computer Store",1045648,50002805,312359.584971098,322437.130401609,"New Terminal Inactive"
"Region4","retail","Computer Store",1033851,50018457,200545.236890437,77653.3524403349,"New Terminal Inactive"
"Region4","retail","Computer Store",1054099,50022107,497226.386081427,34583.5271768738,"> 12 Months"
"Region4","retail","Computer Store",1074584,50017730,218686.641645152,171419.388914481,"> 12 Months"
"Region4","retail","Computer Store",1037540,50071698,242079.293498071,474613.909940235,"New Terminal Inactive"
"Region4","retail","Computer Store",1003018,50058092,303119.216552703,484073.070070473,"4 - 12  Months Old Terminal"
"Region4","retail","Computer Store",1064190,50001610,479349.05095119,323997.704811394,"> 12 Months"
"Region4","retail","Computer Store",1031322,50028280,460000.290466938,430503.94694088,"4 - 12  Months Old Terminal"
"Region4","retail","Computer Store",1066512,50088774,15228.5292083398,417976.517457981,"2 Months old Terminal"
"Region4","retail","Computer Store",1093297,50039851,232866.055700462,363042.482497636,"4 - 12  Months Old Terminal"
"Region4","retail","Computer Store",1028493,50079507,390247.328919359,22160.5240327772,"> 12 Months"
"Region4","retail","Computer Store",1051773,50044190,471096.499251202,306807.545396732,"> 12 Months"
"Region4","retail","Computer Store",1042109,50098142,293625.891144155,129441.296281293,"New Terminal Inactive"
"Region4","retail","Gaming Zone",1076464,50025051,63401.1825853959,464181.535861222,"3 Months Old Terminal"
"Region4","retail","Gaming Zone",1057389,50011315,317518.799581565,192007.017482538,"2 Months old Terminal"
"Region4","retail","Gaming Zone",1069185,50094258,113019.282541005,390768.625137862,"4 - 12  Months Old Terminal"
"Region4","retail","Gaming Zone",1032547,50080276,404169.394762255,406345.639639767,"New Terminal Inactive"
